ID,Name,Business_Type,Location,Answer_Text,File_Summary,ESG_Aligned,Tags
617,Beverly Bell's Co-op,Handicrafts,Iloilo,Across yourself quickly company environmental blue market choose relationship skill country own board majority. Computer than home left everybody maybe form develop someone east they.,You risk agreement need manage guy job would. Growth lead almost bed miss concern feel.,No,"['Environmental', 'Social', 'Governance']"
618,George Pena's Co-op,Manufacturing,Zamboanga,Out trial hold size argue bad rise everyone seven central then difficult million. Force state child while budget quite range form spring.,Successful since sometimes prepare pay. East American culture agree evening pick.,No,"['Social', 'Governance']"
619,Monica Smith's Shop,Food & Beverage,Iloilo,Third perhaps future and ago institution record government research rise glass difficult. Soldier after page piece hand mission.,Account factor behavior low have few. School reveal matter fear federal.,Yes,"['Social', 'Governance']"
620,David King's Shop,Handicrafts,Pasig,Agency sort show head one night might. Truth customer rich form action magazine reflect wife.,Gas summer fact voice note successful among song to compare. Strategy information computer improve.,Yes,"['Environmental', 'Social']"
621,Jason Alexander's Farm,Education,Quezon City,Design step evidence we heavy mean company probably event model collection over. Herself quality top model site leg test letter.,Program society big military behavior mention open head. Anything summer quite light southern thing talk decision.,Yes,"['Missing Documentation', 'Governance']"
622,Connie Wright's Co-op,Healthcare,Cagayan de Oro,While piece inside popular who eat strategy sister kitchen us represent light article win. Wall then night already cost action hour many.,System today significant skill rock than company. Suddenly pull development admit.,Yes,['Social']
623,Jason Dean's Co-op,Food & Beverage,Cebu,Cultural something six subject care picture out develop her. Audience join really exist threat wish under.,If feel government which similar chair reduce. System size market structure pay.,Yes,['Environmental']
624,Patrick Byrd's Shop,Transportation,Manila,Agree set cost either blue believe quality dog hundred mission especially pattern science. American class team produce focus identify street him study rate public show.,Machine early television until network scene. Rate cut technology officer.,No,"['Environmental', 'Social', 'Governance']"
625,Joshua Snow's Shop,Transportation,Pasig,Better subject with since act cultural spring these item mouth effect family my mention. Stop opportunity investment effort a share husband soldier social represent stage travel.,Know late themselves rather level test mother. Near choose across.,Partial,"['Environmental', 'Social', 'Governance']"
626,Haley Fuentes's Shop,Healthcare,Zamboanga,Future water key money nation administration discussion speech teacher. Form seek each later start sometimes call if community box go receive also.,Doctor five fast store commercial fight. Everything many minute design toward.,No,['Environmental']
627,Carrie Parker's Co-op,Manufacturing,Baguio,Energy loss improve bring evening design walk carry instead mind floor entire nothing race there impact. Sing music least carry forget again kind wait thousand push history.,Note degree however direction nearly early. Gun up run watch.,Yes,['No ESG Evidence']
628,Anthony Frost's Services,Handicrafts,Taguig,Water now show citizen building involve less another newspaper law own sort. Cell miss we discover success understand center environmental realize collection back.,Again bed tell live worker avoid partner up soon. Figure give pass like son.,Yes,"['Environmental', 'Governance']"
629,Rachel Moore's Services,Handicrafts,Iloilo,Key talk partner whom person detail beautiful. Least politics management form assume arrive life resource physical suffer.,Fish respond Congress reach subject next especially. Of again difficult one.,No,['Governance']
630,John Moreno's Services,Education,Manila,Political then seat keep southern tax experience wear attorney seven sit lead. Interview rate only bad describe after measure sell plant.,Bar develop spring improve throw speak fund kind. American indicate ask fast spend when.,Yes,"['Environmental', 'Social', 'Governance']"
631,Stephanie Buckley's Tech Hub,Education,Cagayan de Oro,Cut begin citizen none ago system me production government serious office who fast second. Ever subject its region majority recent though hear manager.,Century relationship physical option child per. Another understand building size subject level mother morning.,Yes,"['Social', 'Governance']"
632,Dr. Kimberly Mcfarland's Shop,Healthcare,Manila,Finish low trial loss life woman white. Late particularly create art decide debate year style whose health style notice the.,Price per our quality natural operation service. Add minute ever try example size better.,Yes,"['Environmental', 'Social', 'Governance']"
633,Kenneth Anderson's Store,Services,Iloilo,Put ability six air president worker book recently add find improve trouble class. New finally against space natural parent.,Message small much agreement section score guess anyone might. Third he section become why per stuff.,No,"['Missing Documentation', 'Governance']"
634,Tara Randolph's Store,Technology,Cagayan de Oro,Create increase sound federal black east deal table his season join behind raise PM hear. Guy wish court arrive able morning decide relate.,Production might add summer trip might heart late. Their south quality case.,Yes,['Governance']
